m,x,b,y
39,-89,22,-3449
-16,-67,87,1159
-61,49,-60,-3049
11,-36,53,-343
-63,-61,-31,3812
44,-2,14,-74
-17,-58,69,1055
5,88,-2,438
-18,16,64,-224
-11,40,-23,-463
-88,-81,-33,7095
-84,-22,-72,1776
65,100,70,6570
65,85,-84,5441
-58,-30,-59,1681
11,-96,-84,-1140
20,48,-20,940
-84,-17,-72,1356
90,-82,-75,-7455
-2,-54,-51,57
67,41,-25,2722
-30,17,-43,-553
-47,46,41,-2121
77,69,74,5387
11,11,71,192
-71,42,20,-2962
-14,42,87,-501
-70,10,-55,-755
-52,-42,-50,2134
97,77,-31,7438
-62,35,39,-2131
-65,71,-73,-4688
-98,-47,-39,4567
-26,62,28,-1584
-66,-58,-43,3785
11,-30,10,-320
86,20,-89,1631
58,-28,-77,-1701
-91,-87,-20,7897
-57,87,92,-4867
85,-39,2,-3313
-55,-14,-26,744
-86,55,-31,-4761
-65,-79,-32,5103
-85,-79,93,6808
-45,-6,-43,227
21,14,-25,269
89,35,45,3160
83,-79,-99,-6656
-12,28,-47,-383
-19,-61,-36,1123
-14,12,-72,-240
-91,-22,11,2013
85,98,-81,8249
8,73,15,599
-62,-86,8,5340
8,-49,-53,-445
10,-94,-48,-988
38,-83,64,-3090
-36,16,-53,-629
-87,38,-71,-3377
-15,75,69,-1056
88,-5,-83,-523
93,94,-77,8665
68,-74,-7,-5039
81,-29,-5,-2354
-89,62,52,-5466
89,55,8,4903
-47,-19,53,946
-45,21,86,-859
-30,17,-2,-512
-25,9,-70,-295
-94,56,-42,-5306
36,36,-72,1224
-61,83,33,-5030
-50,83,-30,-4180
-81,-22,60,1842
21,18,19,397
52,53,-4,2752
-72,-95,-85,6755
60,2,-74,46
-57,64,-53,-3701
41,-59,30,-2389
68,-76,-84,-5252
-8,-93,58,802
-35,-32,69,1189
79,57,-52,4451
39,-36,45,-1359
-93,-67,-97,6134
-3,-88,-75,189
-37,-71,-67,2560
78,49,4,3826
-20,96,-37,-1957
-7,-6,-100,-58
-39,-90,27,3537
71,77,-47,5420
-100,-40,73,4073
-18,-33,10,604
-31,92,-47,-2899
71,-68,86,-4742
86,-100,-49,-8649
-82,-44,-10,3598
67,-89,-95,-6058
-53,-22,-50,1116
-7,-89,-97,526
28,-57,77,-1519
14,16,2,226
-87,-89,15,7758
-2,68,-66,-202
13,-93,95,-1114
65,-17,39,-1066
-56,56,13,-3123
12,-94,45,-1083
21,-1,-56,-77
-14,86,-77,-1281
40,-38,-27,-1547
19,52,-1,987
59,-68,79,-3933
-76,-31,29,2385
-43,-4,-47,125
-52,71,-23,-3715
-1,-76,-64,12
55,-89,-76,-4971
9,72,-88,560
82,54,-22,4406
68,-30,-60,-2100
-13,-92,28,1224
-71,86,-83,-6189
-80,-18,88,1528
-62,-83,-31,5115
-75,-8,-68,532
-89,8,-61,-773
33,-93,67,-3002
-38,-31,70,1248
96,65,21,6261
54,64,70,3526
80,88,45,7085
48,18,81,945
65,-100,-73,-6573
-75,38,32,-2818
-40,34,-72,-1432
-33,32,95,-961
81,76,28,6184
-9,73,-42,-699
92,-6,36,-516
-52,-42,-97,2087
8,45,-45,315
-45,-12,27,567
76,23,-45,1703
-28,-58,-37,1587
73,-42,-70,-3136
-51,-52,-56,2596
-38,2,-23,-99
80,11,-92,788
-73,-63,19,4618
-11,-52,-54,518
-50,-69,18,3468
73,61,78,4531
61,-98,49,-5929
6,11,99,165
-10,-39,-22,368
-21,34,-10,-724
-4,47,-72,-260
-68,11,-8,-756
78,-11,79,-779
94,37,-75,3403
-26,100,74,-2526
23,82,83,1969
2,20,88,128
-97,-51,94,5041
-94,15,-73,-1483
83,30,-49,2441
60,87,-68,5152
11,-86,67,-879
-89,-29,-58,2523
-25,-61,-24,1501
15,-64,9,-951
82,-90,83,-7297
52,-95,48,-4892
-89,38,-75,-3457
26,-73,13,-1885
66,-47,-77,-3179
-42,-14,33,621
29,-26,-85,-839
-87,11,49,-908
26,35,82,992
8,17,-30,106
-84,-3,14,266
-26,-70,41,1861
96,39,97,3841
72,-60,70,-4250
-3,76,-1,-229
-48,-27,63,1359
-3,-30,-94,-4
30,81,-31,2399
86,26,-87,2149
-89,-15,11,1346
79,-40,53,-3107
-53,30,-32,-1622
-100,-33,62,3362
-84,-44,-10,3686
28,-7,-77,-273
-40,94,-22,-3782
88,-6,95,-433
-15,-39,87,672
84,-16,59,-1285
93,73,38,6827
56,47,-19,2613
6,85,59,569
-85,-91,-69,7666
-77,-55,-9,4226
-74,-49,-29,3597
17,69,80,1253
59,-18,26,-1036
0,83,-86,-86
44,29,59,1335
33,49,-90,1527
-89,52,-80,-4708
73,43,85,3224
-85,41,-20,-3505
-62,51,-17,-3179
46,56,-91,2485
-25,-99,-63,2412
33,24,1,793
47,97,-57,4502
66,17,42,1164
62,28,-82,1654
-45,-93,6,4191
82,-52,79,-4185
23,25,51,626
-47,-94,68,4486
41,-57,26,-2311
29,85,87,2552
-19,-96,-86,1738
-2,-66,33,165
-79,-53,-24,4163
35,97,9,3404
-18,0,-38,-38
23,-70,-68,-1678
85,-54,94,-4496
-1,18,2,-16
44,-14,-9,-625
-36,-91,13,3289
-24,87,-42,-2130
62,-24,70,-1418
4,20,-45,35
45,-31,14,-1381
85,7,78,673
1,62,62,124
77,99,35,7658
-54,45,42,-2388
-33,-88,-2,2902
-14,-45,-2,628
73,42,-40,3026
19,-50,86,-864
-78,-45,67,3577
87,-8,2,-694
-74,-58,18,4310
54,31,64,1738
-80,-52,35,4195
-71,20,-81,-1501
-3,44,28,-104
43,96,82,4210
-43,55,80,-2285
-58,-63,6,3660
-27,-16,75,507
-11,-92,-82,930
-17,86,31,-1431
35,-32,21,-1099
-69,-67,75,4698
-11,91,-39,-1040
37,-43,-83,-1674
-32,49,-57,-1625
-81,58,-51,-4749
19,-1,-52,-71
-74,-53,-51,3871
-3,-67,25,226
-38,-100,4,3804
14,0,97,97
40,2,-44,36
-14,-77,-24,1054
83,81,71,6794
-41,-58,26,2404
-7,55,-98,-483
-30,60,-2,-1802
-20,-6,69,189
-51,29,-26,-1505
-60,-1,19,79
-12,-49,-26,562
64,-42,37,-2651
-6,-65,-1,389
-25,-65,-95,1530
-24,50,-50,-1250
-2,77,64,-90
89,-92,86,-8102
14,68,-39,913
33,13,-70,359
18,53,-91,863
71,18,-75,1203
-6,45,71,-199
95,3,83,368
-13,-80,-74,966
-15,0,5,5
9,29,46,307
11,33,55,418
15,74,57,1167
40,48,67,1987
52,12,41,665
-26,-39,29,1043
-76,35,-78,-2738
80,-17,69,-1291
17,9,-93,60
-22,41,-64,-966
59,-1,80,21
-27,44,75,-1113
-89,-67,34,5997
62,57,-18,3516
69,-8,-93,-645
-76,95,78,-7142
-2,75,23,-127
-94,11,-78,-1112
-68,56,-43,-3851
98,-36,40,-3488
89,14,-81,1165
-63,-26,10,1648
49,-92,-84,-4592
-66,20,16,-1304
-13,86,-86,-1204
-89,29,-41,-2622
-30,24,-35,-755
14,40,37,597
-1,91,88,-3
46,91,96,4282
78,83,59,6533
37,-58,77,-2069
92,-20,-25,-1865
6,-14,24,-60
25,93,88,2413
45,46,52,2122
-61,86,83,-5163
76,-15,-30,-1170
-94,-47,-36,4382
-42,-20,13,853
-37,-40,-69,1411
9,72,4,652
98,52,-62,5034
17,-92,13,-1551
-22,-13,-9,277
40,-94,-47,-3807
-39,-45,64,1819
-38,61,-22,-2340
-6,-72,65,497
-60,-47,4,2824
16,-74,-63,-1247
-69,-21,49,1498
39,-92,78,-3510
96,43,-2,4126
-67,-68,-62,4494
10,-57,12,-558
40,-20,-59,-859
97,-53,46,-5095
-84,-59,-83,4873
-17,-22,-19,355
46,18,86,914
41,-89,-59,-3708
78,-29,87,-2175
95,-63,38,-5947
21,-25,-87,-612
-9,87,-54,-837
75,-36,68,-2632
-36,88,-72,-3240
13,-49,83,-554
63,-74,-76,-4738
-34,-33,-50,1072
75,-19,-4,-1429
-77,76,-80,-5932
-33,-34,59,1181
-27,6,-89,-251
-19,-6,-66,48
58,61,60,3598
47,37,-13,1726
10,-68,-69,-749
6,-91,-55,-601
90,65,-4,5846
46,-27,65,-1177
2,25,-36,14
71,-13,-60,-983
17,36,46,658
38,-81,-86,-3164
-42,-36,14,1526
74,0,-20,-20
49,-76,60,-3664
-82,-8,-72,584
-13,99,67,-1220
-15,8,38,-82
78,14,-29,1063
-67,59,-11,-3964
32,-54,24,-1704
81,5,-65,340
-35,-65,96,2371
14,55,2,772
70,-59,28,-4102
-53,48,-74,-2618
-22,29,-1,-639
72,6,-91,341
-47,-1,1,48
-7,56,92,-300
-12,36,-86,-518
-64,47,72,-2936
-30,-99,11,2981
25,42,-77,973
0,59,52,52
-59,-6,-87,267
-55,24,30,-1290
40,11,52,492
50,-68,96,-3304
-24,80,82,-1838
-98,53,46,-5148
-96,85,-83,-8243
-6,-55,76,406
8,7,66,122
56,32,-40,1752
-15,15,82,-143
25,55,64,1439
4,-11,96,52
74,4,-88,208
68,96,-64,6464
95,-1,-94,-189
-96,59,-91,-5755
53,-81,45,-4248
32,-53,50,-1646
-83,-23,-44,1865
-43,26,-72,-1190
4,-53,44,-168
84,32,93,2781
-15,11,44,-121
67,24,18,1626
-11,-9,32,131
-4,0,82,82
100,-16,-73,-1673
0,-52,-12,-12
88,42,-8,3688
-89,21,76,-1793
25,19,54,529
44,2,-81,7
22,50,100,1200
-15,-43,-81,564
-28,-39,-30,1062
26,62,-18,1594
69,-21,58,-1391
-48,-61,-94,2834
-1,37,34,-3
-11,-99,-24,1065
-5,-52,-33,227
-40,-98,-38,3882
-71,96,33,-6783
83,-8,1,-663
32,45,-59,1381
-39,48,-81,-1953
97,39,68,3851
-66,7,30,-432
27,85,80,2375
82,-10,17,-803
-17,-59,37,1040
-75,-40,3,3003
17,-13,-43,-264
-67,59,-17,-3970
76,91,42,6958
95,-70,-55,-6705
-69,-51,-39,3480
62,-63,33,-3873
-60,89,-50,-5390
-15,63,-73,-1018
51,97,-44,4903
-95,2,26,-164
36,-36,33,-1263
87,-27,-10,-2359
62,50,-65,3035
-7,-3,100,121
-13,-52,-95,581
68,-64,-58,-4410
2,97,-100,94
53,-24,-1,-1273
-98,38,37,-3687
70,-68,86,-4674
-58,-55,65,3255
42,-89,-37,-3775
26,-45,27,-1143
-63,0,42,42
-92,-80,0,7360
-30,-39,-33,1137
62,-21,92,-1210
50,69,31,3481
30,-50,86,-1414
-6,71,-12,-438
75,23,67,1792
-29,84,-42,-2478
27,-92,-33,-2517
-86,-42,79,3691
-43,57,42,-2409
49,-28,-24,-1396
-32,75,52,-2348
-71,16,79,-1057
-24,-73,52,1804
-48,32,-19,-1555
31,44,-64,1300
73,-18,-97,-1411
-24,-43,-31,1001
-83,10,27,-803
-78,-13,-26,988
-71,-84,12,5976
21,33,-31,662
0,-7,2,2
-72,-75,-10,5390
37,-78,-83,-2969
-96,6,-6,-582
-12,-23,-46,230
54,-15,17,-793
48,99,22,4774
84,1,-78,6
-27,-25,16,691
-40,-49,5,1965
-52,26,-72,-1424
13,65,-96,749
-23,-47,16,1097
-98,-91,-82,8836
93,-55,98,-5017
-50,-56,-34,2766
-3,-14,-81,-39
36,-100,62,-3538
24,-72,-47,-1775
17,-5,45,-40
97,-5,-91,-576
-12,94,-46,-1174
-92,72,59,-6565
-88,35,95,-2985
56,40,-94,2146
-24,16,-83,-467
-21,-6,-38,88
-98,-69,41,6803
8,-84,34,-638
-78,-98,68,7712
20,69,0,1380
0,-50,-97,-97
-94,-95,98,9028
-49,-26,-4,1270
0,57,-44,-44
37,7,-90,169
57,26,16,1498
-88,75,75,-6525
28,11,-93,215
-37,-63,64,2395
-94,13,14,-1208
-84,-73,-97,6035
-64,31,-16,-2000
-77,97,-59,-7528
-100,-10,4,1004
-49,87,72,-4191
26,-13,91,-247
-60,-42,-66,2454
-7,-56,19,411
-6,-5,-97,-67
41,22,-15,887
40,38,52,1572
-23,79,90,-1727
71,2,-49,93
-44,-7,-84,224
73,-62,52,-4474
-87,73,87,-6264
-55,-3,27,192
45,-16,-23,-743
29,71,-25,2034
-5,-3,-67,-52
86,26,-37,2199
-20,-76,-19,1501
-75,-61,-51,4524
-67,-76,12,5104
32,-83,24,-2632
-19,15,-72,-357
60,60,5,3605
77,-60,-13,-4633
-14,92,-44,-1332
-23,-11,-7,246
48,23,42,1146
97,-86,26,-8316
-94,-35,74,3364
-73,12,-40,-916
50,71,41,3591
10,-20,-52,-252
80,66,69,5349
-65,36,51,-2289
-13,4,-8,-60
47,-74,11,-3467
-25,99,33,-2442
-96,-38,-77,3571
-7,-32,35,259
-8,61,-22,-510
79,56,-92,4332
-31,98,-24,-3062
72,72,-5,5179
-63,-45,75,2910
63,-68,-53,-4337
-61,-79,-15,4804
-5,-96,-67,413
13,-38,-90,-584
69,-48,-100,-3412
-78,-41,-25,3173
-14,59,-68,-894
-60,-66,-32,3928
45,44,12,1992
-49,-85,-63,4102
-28,77,-65,-2221
81,-77,89,-6148
80,13,-11,1029
7,16,-36,76
91,8,79,807
82,-93,-33,-7659
-61,37,92,-2165
6,-70,3,-417
-75,21,94,-1481
-84,7,29,-559
88,-68,-41,-6025
-49,53,-44,-2641
71,52,-26,3666
3,7,-25,-4
69,-8,31,-521
-94,63,19,-5903
-49,31,16,-1503
95,-43,-37,-4122
47,-100,-83,-4783
80,28,-82,2158
-58,70,56,-4004
-72,-72,-44,5140
3,80,-42,198
83,-35,-8,-2913
-65,-29,-99,1786
-47,-90,18,4248
81,98,-29,7909
8,-50,64,-336
20,-90,52,-1748
21,92,-90,1842
-39,23,99,-798
-74,-86,-9,6355
63,50,-10,3140
82,57,-72,4602
86,-22,-44,-1936
70,67,48,4738
5,-65,-87,-412
91,67,6,6103
-2,77,-87,-241
77,-65,41,-4964
-14,-77,-98,980
31,-6,50,-136
-84,0,-73,-73
59,59,-80,3401
43,47,-50,1971
-60,-26,39,1599
91,72,18,6570
-88,83,-95,-7399
-55,73,-9,-4024
-35,-7,-61,184
-85,60,-47,-5147
33,-49,34,-1583
-85,38,43,-3187
-78,92,0,-7176
-32,17,-36,-580
-55,-79,89,4434
63,-21,45,-1278
-25,92,40,-2260
-52,-9,20,488
84,11,99,1023
-21,-47,-19,968
-97,64,-86,-6294
-87,-94,87,8265
-61,-82,91,5093
16,45,-90,630
81,8,32,680
-22,41,34,-868
77,45,-40,3425
6,-90,-93,-633
95,27,39,2604
98,63,-89,6085
65,-30,-85,-2035
71,-4,90,-194
87,-82,9,-7125
78,48,5,3749
6,-54,-39,-363
7,42,36,330
86,28,28,2436
22,47,-17,1017
98,84,-34,8198
-22,-51,-100,1022
39,-90,88,-3422
30,-49,-72,-1542
-57,9,68,-445
56,93,5,5213
-64,-44,49,2865
-21,-47,-52,935
83,-3,23,-226
-55,-13,0,715
1,68,-86,-18
-22,34,-54,-802
-80,-22,45,1805
-85,-68,-84,5696
38,-30,-49,-1189
68,69,68,4760
26,8,64,272
-33,56,32,-1816
-56,67,-13,-3765
-84,-14,97,1273
-2,40,12,-68
-99,-44,-48,4308
-40,-23,-29,891
13,-2,-36,-62
-69,-29,-27,1974
-96,-81,-84,7692
-74,72,-56,-5384
-18,-62,57,1173
59,49,17,2908
-32,79,41,-2487
-95,19,-24,-1829
18,-35,48,-582
-71,74,-95,-5349
-94,-77,-29,7209
47,-28,-35,-1351
69,-67,-61,-4684
54,-14,-85,-841
-93,51,-25,-4768
66,-46,-8,-3044
-71,-27,-28,1889
-38,10,50,-330
-4,26,-1,-105
51,-84,-38,-4322
-26,100,50,-2550
4,87,-89,259
5,19,0,95
-41,37,-3,-1520
39,-78,-16,-3058
-25,5,78,-47
-4,23,-71,-163
-92,35,-80,-3300
-50,-49,75,2525
79,-40,-83,-3243
-48,-43,-13,2051
44,-94,44,-4092
88,-22,16,-1920
-76,25,7,-1893
-23,93,34,-2105
91,-49,-96,-4555
37,29,10,1083
0,-100,-42,-42
54,73,-58,3884
100,33,67,3367
20,-89,-3,-1783
85,-6,-22,-532
-75,84,74,-6226
-36,-11,16,412
57,21,-44,1153
43,-72,-93,-3189
41,81,-88,3233
17,-72,-50,-1274
95,-47,71,-4394
18,-39,-42,-744
87,67,-86,5743
-91,-30,-66,2664
68,-10,-8,-688
-6,51,-45,-351
-80,-49,-87,3833
57,38,-31,2135
92,38,20,3516
-77,51,-70,-3997
-6,-75,-16,434
71,38,-23,2675
-7,-41,8,295
-37,78,-10,-2896
-88,-22,-96,1840
98,-18,56,-1708
61,-44,-20,-2704
46,77,-45,3497
-98,-52,69,5165
-20,-89,-86,1694
-29,43,-18,-1265
-59,40,-58,-2418
-14,-46,-36,608
12,30,-78,282
55,-77,52,-4183
-12,-30,-99,261
-84,-32,-76,2612
-42,-96,-59,3973
-70,58,-25,-4085
-59,47,59,-2714
-40,12,-90,-570
7,-28,88,-108
99,-79,-83,-7904
-21,-78,-23,1615
-91,48,96,-4272
-26,19,67,-427
8,50,-52,348
-13,-89,-52,1105
29,71,-84,1975
86,30,6,2586
-49,-39,-96,1815
42,-27,74,-1060
-51,-92,93,4785
89,-52,7,-4621
-41,-15,-38,577
-87,57,-64,-5023
18,85,72,1602
11,-44,61,-423
89,95,-57,8398
93,-80,78,-7362
-70,-35,-26,2424
-81,63,-47,-5150
-96,-100,93,9693
73,-19,-33,-1420
30,2,99,159
28,-97,-67,-2783
84,11,-88,836
-13,53,69,-620
23,-58,-37,-1371
-16,-87,12,1404
58,-56,80,-3168
11,-27,35,-262
-15,-57,-36,819
6,-24,-51,-195
-100,-88,33,8833
2,-72,-82,-226
37,35,65,1360
42,79,0,3318
28,-40,-68,-1188
28,96,-64,2624
38,-37,-62,-1468
83,-27,-37,-2278
21,22,-69,393
-30,-93,-100,2690
-22,94,41,-2027
-84,21,55,-1709
1,90,-13,77
-11,-92,75,1087
-66,-44,-79,2825
16,-22,-49,-401
4,29,-37,79
63,-16,12,-996
-60,17,70,-950
12,-68,4,-812
95,20,-68,1832
66,-51,-81,-3447
-48,40,-49,-1969
54,-16,-17,-881
-28,64,-93,-1885
-31,73,43,-2220
-51,-29,-5,1474
76,-1,-25,-101
37,88,0,3256
33,68,-48,2196
16,16,-88,168
-28,14,15,-377
36,-63,-86,-2354
-61,75,30,-4545
98,-17,-56,-1722
73,97,-98,6983
72,-98,42,-7014
61,55,57,3412
76,62,28,4740
-21,-89,13,1882
73,-67,7,-4884
-53,-81,38,4331
-83,12,-70,-1066
84,-71,-62,-6026
89,31,15,2774
-5,-88,93,533
83,-81,5,-6718
11,1,27,38
85,18,-72,1458
16,47,15,767
-64,-67,90,4378
94,-62,17,-5811
-11,49,2,-537
5,64,40,360
90,20,52,1852
34,-73,-42,-2524
-90,82,-24,-7404
-68,71,73,-4755
-65,-46,-46,2944
48,-30,5,-1435
-22,85,-41,-1911
41,-16,74,-582
-78,-97,53,7619
72,14,58,1066
69,-6,-18,-432
30,-8,57,-183
-48,43,26,-2038
-85,-34,-20,2870
-76,89,-29,-6793
30,-48,-22,-1462
-20,87,-15,-1755
-19,33,-2,-629
-89,-68,28,6080
57,84,6,4794
-30,-96,-92,2788
39,71,27,2796
14,-62,25,-843
-63,19,-14,-1211
-20,70,94,-1306
70,10,-48,652
93,4,61,433
-58,7,-83,-489
-86,61,-1,-5247
-31,-70,-56,2114
67,82,-42,5452
23,-66,-80,-1598
-48,-30,-86,1354
-46,34,9,-1555
89,-78,52,-6890
68,56,80,3888
40,-39,78,-1482
-8,-19,-44,108
41,-56,-67,-2363
60,6,-43,317
-40,-86,47,3487
74,-47,43,-3435
39,28,19,1111
57,9,99,612
-23,-54,51,1293
0,41,59,59
-28,95,-90,-2750
37,-52,74,-1850
-34,-20,-100,580
84,-87,-28,-7336
-4,19,-88,-164
-39,54,-47,-2153
70,15,59,1109
-88,-71,-92,6156
-43,37,40,-1551
67,-45,-61,-3076
95,85,-13,8062
41,-5,-87,-292
-64,67,21,-4267
77,-87,52,-6647
-6,86,-40,-556
25,-28,-89,-789
-25,24,35,-565
-51,52,68,-2584
-81,-73,97,6010
-2,-86,38,210
-41,-67,99,2846
-2,-40,31,111
66,38,5,2513
45,-50,98,-2152
25,-11,-78,-353
-21,74,7,-1547
48,-26,39,-1209
13,-84,21,-1071
-37,-5,-46,139
7,1,36,43
-60,30,24,-1776
5,-51,90,-165
99,-52,14,-5134
-26,93,-30,-2448
53,91,-75,4748
75,17,58,1333
-74,40,-52,-3012
85,-26,9,-2201
-56,-42,-65,2287
-87,70,94,-5996
-28,-67,-21,1855
-2,-95,99,289
-79,-91,49,7238
-4,-100,-70,330
-94,13,74,-1148
-99,35,-49,-3514
76,-56,50,-4206
99,3,2,299
57,-25,58,-1367
100,91,94,9194
79,-59,-58,-4719
-76,66,98,-4918
17,97,65,1714
-45,46,-89,-2159
-17,24,-35,-443
-80,88,87,-6953
17,95,-6,1609
85,-64,70,-5370
-77,-45,74,3539
73,76,-29,5519
-72,-21,-64,1448
1,-84,83,-1
22,-97,47,-2087
91,79,-46,7143
58,-94,32,-5420
-71,-1,-7,64
-70,59,58,-4072
24,-28,97,-575
-1,-76,-57,19
50,-40,-37,-2037
-13,-2,-91,-65
5,57,-24,261
83,35,-72,2833
-90,-30,16,2716
2,17,66,100
-28,70,-85,-2045
-48,47,-24,-2280
100,-66,-20,-6620
65,8,-67,453
48,-84,43,-3989
59,-10,76,-514
11,65,-99,616
-87,-83,49,7270
36,10,40,400
-81,-70,49,5719
91,-31,-41,-2862
-87,-44,23,3851
23,34,79,861
53,-39,16,-2051
29,-1,15,-14
50,-16,14,-786
98,5,21,511
94,42,57,4005
-13,-71,-20,903
82,53,60,4406
66,68,37,4525
44,38,-44,1628
-51,100,86,-5014
40,-67,65,-2615
-58,39,-42,-2304
-54,-47,-27,2511
61,-59,-42,-3641
42,-43,-77,-1883
96,-12,-43,-1195
-6,77,47,-415
1,27,74,101
25,-83,-63,-2138
26,-60,49,-1511
32,-4,-34,-162
72,44,-59,3109
-45,42,-99,-1989
-57,-74,-70,4148
75,43,-23,3202
72,-6,89,-343
56,-33,-34,-1882
-83,-78,-35,6439
-37,-66,10,2452
-85,-56,15,4775
53,-55,-1,-2916
-53,99,6,-5241
93,90,39,8409
25,92,-19,2281
20,86,-70,1650
87,57,-29,4930
19,11,16,225
87,-5,42,-393
20,-93,-83,-1943
57,-7,16,-383
24,-51,57,-1167
23,-99,-38,-2315
59,67,73,4026
56,-44,-59,-2523
-65,61,40,-3925
30,-43,49,-1241
50,-22,80,-1020
-38,-74,-1,2811
37,37,52,1421
-76,-42,-15,3177
-76,35,71,-2589
32,13,0,416
52,77,19,4023
-49,67,-7,-3290
93,78,-82,7172
-51,61,-96,-3207
-31,-24,48,792
8,28,26,250
-48,91,-84,-4452
-29,-35,-74,941
-82,20,89,-1551
-55,-52,60,2920
92,76,-91,6901
-58,38,-26,-2230
55,-60,72,-3228
-90,-6,24,564
93,70,74,6584
5,-97,-1,-486
-81,4,-6,-330
24,13,16,328
39,-57,3,-2220
-5,-87,-34,401
-24,36,-66,-930
99,-4,38,-358
-96,-23,73,2281
-14,-93,22,1324
-1,34,-90,-124
96,100,38,9638
95,69,68,6623
43,-17,-5,-736
87,28,-92,2344
67,79,-39,5254
-43,-93,73,4072
50,52,28,2628
-65,70,12,-4538
5,-85,-41,-466
-22,-57,27,1281
38,-16,-40,-648
-36,67,95,-2317
-97,-16,42,1594
34,-13,49,-393
86,-66,11,-5665
-20,90,-65,-1865
-27,21,52,-515
19,-91,-15,-1744
-96,77,-90,-7482
5,5,-20,5
21,-11,-29,-260
-12,-86,-43,989
13,-64,5,-827
-4,-27,-20,88
46,39,-40,1754
-31,48,63,-1425
-17,3,81,30
18,38,-1,683
32,99,-61,3107
71,-91,-64,-6525
27,55,-99,1386
-69,71,-46,-4945
-23,-88,18,2042
85,-5,98,-327
71,26,51,1897
-67,3,8,-193
30,63,100,1990
62,41,41,2583
-11,4,-18,-62
-68,46,66,-3062
-42,86,23,-3589
-99,-88,14,8726
56,-53,98,-2870
77,12,53,977
-45,50,-80,-2330
6,52,-83,229
-74,43,86,-3096
-1,-90,-9,81
-70,7,9,-481
13,-63,-33,-852
17,-66,-54,-1176
35,95,6,3331
12,35,65,485
71,-63,-67,-4540
-76,-57,-66,4266
-83,-75,-99,6126
-77,83,97,-6294
83,-48,65,-3919
-13,19,-38,-285
-10,33,35,-295
71,-78,70,-5468
-21,74,-62,-1616
-76,7,32,-500
-94,-32,53,3061
32,-88,89,-2727
56,-49,-11,-2755
81,-24,25,-1919
-64,-99,-2,6334
51,68,-53,3415
93,86,-7,7991
-70,92,-29,-6469
93,95,-71,8764
-8,86,-77,-765
-33,32,-57,-1113
-8,32,54,-202
42,-44,53,-1795
-8,-83,17,681
2,23,-45,1
38,-79,61,-2941
-84,-29,-12,2424
-15,-63,36,981
68,48,88,3352
98,-53,37,-5157
9,28,87,339
-24,20,66,-414
-14,19,6,-260
-15,92,-34,-1414
92,21,-85,1847
18,67,58,1264
15,22,-60,270
12,26,56,368
19,97,8,1851
36,-12,-27,-459
33,0,-15,-15
51,-17,94,-773
61,72,54,4446
-12,-71,-53,799
63,-54,-90,-3492
-37,-20,46,786
40,76,-90,2950
-95,-49,-42,4613
-35,99,63,-3402
-86,11,-5,-951
61,41,71,2572
-48,-12,-36,540
-12,34,24,-384
-14,93,41,-1261
-14,-8,29,141
-18,-73,96,1410
24,65,-87,1473
-88,-89,-18,7814
-62,23,30,-1396
-65,95,95,-6080
65,-82,100,-5230
10,-47,-72,-542
39,35,71,1436
58,36,93,2181
-87,50,93,-4257
-36,17,86,-526
20,88,-2,1758
-76,-95,-3,7217
-55,46,5,-2525
-37,46,-76,-1778
-14,-37,40,558
-42,-41,-46,1676
-77,70,-60,-5450
0,-18,-77,-77
-3,-40,82,202
33,50,-18,1632
21,-28,19,-569
67,39,-46,2567
-31,-56,-40,1696
-99,-75,-75,7350
-16,1,45,29
-77,-26,-97,1905
65,-76,-68,-5008
78,-4,-42,-354
-83,-54,93,4575
25,7,-100,75
63,-2,57,-69
-98,60,100,-5780
45,5,99,324
78,-78,2,-6082
-80,-35,16,2816
28,-70,-66,-2026
85,-34,-69,-2959
70,100,-94,6906
8,-55,-88,-528
-15,32,24,-456
20,10,53,253
17,50,58,908
68,-31,-77,-2185
25,-54,49,-1301
-71,-21,-30,1461
-31,53,69,-1574
50,45,37,2287
-100,-11,-71,1029
-39,10,-62,-452
62,67,30,4184
27,-48,28,-1268
-46,88,-18,-4066
-88,-13,9,1153
-83,87,-81,-7302
8,62,-2,494
74,-49,90,-3536
-43,-69,56,3023
39,98,16,3838
13,-31,-6,-409
1,72,49,121
9,-95,14,-841
-76,61,62,-4574
-82,-73,-52,5934
76,80,66,6146
90,-47,-73,-4303
76,61,-6,4630
-12,-2,-44,-20
33,35,80,1235
-49,59,13,-2878
-21,99,-66,-2145
88,33,-100,2804
-88,30,-89,-2729
73,74,60,5462
-40,80,16,-3184
-88,-34,-84,2908
-60,29,13,-1727
-10,-73,51,781
27,-93,-21,-2532
-61,-26,99,1685
-91,46,-20,-4206
-4,-46,0,184
94,-84,74,-7822
40,-72,64,-2816
28,-41,40,-1108
51,77,46,3973
-64,41,-97,-2721
18,-61,99,-999
-37,-49,19,1832
-87,60,61,-5159
-1,-63,-12,51
23,0,-28,-28
23,72,-34,1622
46,25,71,1221
-61,20,98,-1122
-44,11,-55,-539
-48,-30,34,1474
-80,96,-96,-7776
-59,-13,-55,712
85,4,38,378
-57,58,-60,-3366
84,-16,-71,-1415
-20,-50,-95,905
-44,-71,-5,3119
-99,-64,23,6359
7,81,-16,551
66,74,-68,4816
79,48,89,3881
78,-67,-21,-5247
-62,35,92,-2078
56,-96,27,-5349
64,-37,-7,-2375
26,46,-91,1105
